Index	PROVINCE_N	DISTRICT_N	Polling_D	DSD_N	Local_Gov	Ward	Type_Ward	GND_N	GND_NO	Votes	TOT_POP	E_Sinhales	E_SLTamil	E_IndTamil	E_SLMoor	E_Burgher	E_Malay	E_SLChetty	E_Bharatha	E_Other	E_AllTamil	E_AllOther
1690	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Uduhawara		Uduhawara	44	857	1036	1036	0	0	0	0	0	0	0	0	0	0
1691	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Kotawera		Ulugala	53B	407	498	211	251	21	15	0	0	0	0	0	272	0
1692	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Medawela		Uma Ela	47	1436	1764	1747	14	0	1	2	0	0	0	0	14	2
1693	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Pallewela		Unapana	41C	1306	505	301	48	156	0	0	0	0	0	0	204	0
1694	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Gampaha		Voldemar	43G	1276	1594	65	32	1461	28	8	0	0	0	0	1493	8
1695	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Perawella		Welamedagama	44B	369	440	440	0	0	0	0	0	0	0	0	0	0
1696	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Weliulla		Weliulla	54A	851	1008	956	46	1	5	0	0	0	0	0	47	0
1697	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Maspanna		Wethalawa	37A	575	687	680	6	0	1	0	0	0	0	0	6	0
1698	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Wewegama		Wewegama	38	490	571	571	0	0	0	0	0	0	0	0	0	0
1699	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Yahalarawa		Yahala Arawa	53C	897	1122	1088	26	8	0	0	0	0	0	0	34	0
1700	Uva	Badulla	Uva Paranagama	Uva Paranagama	Uva Paranagama PS	Maspanna		Yalagamuwa	37E	740	847	846	1	0	0	0	0	0	0	0	1	0
1701	Uva	Badulla	Welimada	Welimada	Welimada PS	Boragas		Alakolagala	49D	1596	2410	524	229	929	704	20	0	0	0	4	1158	24
1702	Uva	Badulla	Welimada	Welimada	Welimada PS	Kandepuhulpola		Alawathugoda	51D	858	1038	1032	5	1	0	0	0	0	0	0	6	0
1703	Uva	Badulla	Welimada	Welimada	Welimada PS	Guruthalawa		Alugolla	61B	1106	1499	212	14	19	1250	4	0	0	0	0	33	4
1704	Uva	Badulla	Welimada	Welimada	Welimada PS	Welimada		Ambagahakumbura	48	1679	2049	1944	75	26	4	0	0	0	0	0	101	0
1705	Uva	Badulla	Welimada	Welimada	Welimada PS	Ambewela		Ambewela	50A	1569	2292	935	88	1269	0	0	0	0	0	0	1357	0
1706	Uva	Badulla	Welimada	Welimada	Welimada PS	Kandepuhulpola		Bibiligamuwa	50J	692	888	885	3	0	0	0	0	0	0	0	3	0
1707	Uva	Badulla	Welimada	Welimada	Welimada PS	Guruthalawa		Bogahakumbura	51	916	1217	534	14	2	657	10	0	0	0	0	16	10
1708	Uva	Badulla	Welimada	Welimada	Welimada PS	Boragas		Boragas	49A	2285	3026	881	184	542	1417	2	0	0	0	0	726	2
1709	Uva	Badulla	Welimada	Welimada	Welimada PS	Boralanda		Boralanda	62B	1721	2178	2168	1	8	1	0	0	0	0	0	9	0
1710	Uva	Badulla	Welimada	Welimada	Welimada PS	Dambawinna		Dambavinna	59A	1786	2447	1065	110	171	1089	4	0	2	0	6	281	12
1711	Uva	Badulla	Welimada	Welimada	Welimada PS	Dayarabawatta		Dayaraba Watta	58D	1972	2474	305	24	2136	0	9	0	0	0	0	2160	9
1712	Uva	Badulla	Welimada	Welimada	Welimada PS	Dikkapitiya		Dikkapitiya	58	671	789	788	0	0	1	0	0	0	0	0	0	0
1713	Uva	Badulla	Welimada	Welimada	Welimada PS	Puranwela		Dimuthugama	50H	1587	2078	1602	93	128	247	8	0	0	0	0	221	8
1714	Uva	Badulla	Welimada	Welimada	Welimada PS	Dambawinna		Divithotawela	59D	1413	1863	1614	7	6	230	6	0	0	0	0	13	6
1715	Uva	Badulla	Welimada	Welimada	Welimada PS	Divurumgama		Divurumgama	48A	1238	1524	1452	32	9	28	3	0	0	0	0	41	3
1716	Uva	Badulla	Welimada	Welimada	Welimada PS	Keppetipola		Erabadda	50E	977	1206	1203	2	1	0	0	0	0	0	0	3	0
1717	Uva	Badulla	Welimada	Welimada	Welimada PS	Galedanda		Galedanda	62C	1204	1722	1558	53	48	62	1	0	0	0	0	101	1
1718	Uva	Badulla	Welimada	Welimada	Welimada PS	Vidurupola		Gavarammana	49E	1528	1887	1875	5	4	2	0	0	0	0	1	9	1
1719	Uva	Badulla	Welimada	Welimada	Welimada PS	Divurumgama		Girambe	48B	1181	1574	1513	11	50	0	0	0	0	0	0	61	0
1720	Uva	Badulla	Welimada	Welimada	Welimada PS	Guruthalawa		Guruthalawa	61	1133	2108	456	160	15	1448	25	3	0	1	0	175	29
1721	Uva	Badulla	Welimada	Welimada	Welimada PS	Boralanda		Helayalkumbura	62H	923	1198	1195	2	0	1	0	0	0	0	0	2	0
1722	Uva	Badulla	Welimada	Welimada	Welimada PS	Ambewela		Hewanakumbura	50F	792	1036	1036	0	0	0	0	0	0	0	0	0	0
1723	Uva	Badulla	Welimada	Welimada	Welimada PS	Ambewela		Himbiliyagolla	50G	521	652	650	2	0	0	0	0	0	0	0	2	0
1724	Uva	Badulla	Welimada	Welimada	Welimada PS	Galedanda		Hingurugamuwa	60E	975	1307	1239	59	0	0	9	0	0	0	0	59	9
1725	Uva	Badulla	Welimada	Welimada	Welimada PS	Pitapola		Hinnarangolla	62E	1182	1471	1466	4	0	1	0	0	0	0	0	4	0
1726	Uva	Badulla	Welimada	Welimada	Welimada PS	Hulankapolla		Hulankapolla	49C	1674	2309	230	36	604	1438	1	0	0	0	0	640	1
1727	Uva	Badulla	Welimada	Welimada	Welimada PS	Idamegama		Idamegama	51B	1369	1689	1671	13	0	1	4	0	0	0	0	13	4
1728	Uva	Badulla	Welimada	Welimada	Welimada PS	Landegama		Kabillegama	52D	1189	1602	1012	4	581	1	0	0	0	0	4	585	4
1729	Uva	Badulla	Welimada	Welimada	Welimada PS	Idamegama		Kalubululanda	51A	1465	1810	1416	30	15	347	2	0	0	0	0	45	2
1730	Uva	Badulla	Welimada	Welimada	Welimada PS	Kandepuhulpola		Kandepuhulpola	51C	1172	1496	1487	0	9	0	0	0	0	0	0	9	0
1731	Uva	Badulla	Welimada	Welimada	Welimada PS	Guruthalawa		Karagasthenna	61A	2071	2900	84	83	56	2657	17	1	2	0	0	139	20
1732	Uva	Badulla	Welimada	Welimada	Welimada PS	Keppetipola		Keppetipola	50D	1076	1433	1431	2	0	0	0	0	0	0	0	2	0
1733	Uva	Badulla	Welimada	Welimada	Welimada PS	Dambawinna		Ketakella	58A	421	521	493	0	0	28	0	0	0	0	0	0	0
1734	Uva	Badulla	Welimada	Welimada	Welimada PS	Dikkapitiya		Koskanuwegama	58C	677	797	755	2	40	0	0	0	0	0	0	42	0
1735	Uva	Badulla	Welimada	Welimada	Welimada PS	Udupeella		Kotakithula	60C	1482	1968	1411	16	75	462	4	0	0	0	0	91	4
1736	Uva	Badulla	Welimada	Welimada	Welimada PS	Landegama		Landegama	52B	1383	1736	1143	32	2	554	5	0	0	0	0	34	5
1737	Uva	Badulla	Welimada	Welimada	Welimada PS	Guruthalawa		Mahathenna	61C	1164	1607	38	10	35	1522	0	0	0	0	2	45	2
1738	Uva	Badulla	Welimada	Welimada	Welimada PS	Maligathenna		Maligathenna	62G	1930	2846	646	127	2062	11	0	0	0	0	0	2189	0
1739	Uva	Badulla	Welimada	Welimada	Welimada PS	Mirahawatta		Malpotha	60A	590	800	756	30	14	0	0	0	0	0	0	44	0
1740	Uva	Badulla	Welimada	Welimada	Welimada PS	Nedungamuwa		Mavithikumbura	52C	1163	1471	1458	8	0	5	0	0	0	0	0	8	0
1741	Uva	Badulla	Welimada	Welimada	Welimada PS	Nawela		Medagedaragama	59C	1481	1966	1916	7	7	36	0	0	0	0	0	14	0
1742	Uva	Badulla	Welimada	Welimada	Welimada PS	Mirahawatta		Mirahawatta	60	1393	1666	1545	63	2	56	0	0	0	0	0	65	0
1743	Uva	Badulla	Welimada	Welimada	Welimada PS	Nawela		Nawela	59	1497	2014	1774	17	66	142	13	2	0	0	0	83	15
1744	Uva	Badulla	Welimada	Welimada	Welimada PS	Nedungamuwa		Nedungamuwa	52	1642	1967	1961	6	0	0	0	0	0	0	0	6	0
1745	Uva	Badulla	Welimada	Welimada	Welimada PS	Ohiya		Ohiya	62A	140	148	144	3	0	0	1	0	0	0	0	3	1
1746	Uva	Badulla	Welimada	Welimada	Welimada PS	Ohiya		Ohiya Estate	62K	417	443	3	3	437	0	0	0	0	0	0	440	0
1747	Uva	Badulla	Welimada	Welimada	Welimada PS	Dayarabawatta		Pahalayalkumbura	59E	768	941	927	4	0	10	0	0	0	0	0	4	0
1748	Uva	Badulla	Welimada	Welimada	Welimada PS	Puranwela		Palugama Ella	50C	968	1272	1104	43	14	100	4	6	1	0	0	57	11
1749	Uva	Badulla	Welimada	Welimada	Welimada PS	Keppetipola		Palugama Town	50	1407	1850	1796	22	14	18	0	0	0	0	0	36	0
1750	Uva	Badulla	Welimada	Welimada	Welimada PS	Pitapola		Pitapola	62I	1131	1527	1506	12	9	0	0	0	0	0	0	21	0
1751	Uva	Badulla	Welimada	Welimada	Welimada PS	Dikkapitiya		Puhulpola	58B	677	1033	1025	8	0	0	0	0	0	0	0	8	0
1752	Uva	Badulla	Welimada	Welimada	Welimada PS	Puranwela		Puranwela	50I	1382	1768	1733	35	0	0	0	0	0	0	0	35	0
1753	Uva	Badulla	Welimada	Welimada	Welimada PS	Pitapola		Rahangala	62F	1133	1577	1574	3	0	0	0	0	0	0	0	3	0
1754	Uva	Badulla	Welimada	Welimada	Welimada PS	Maligathenna		Rathkarawwa	62	708	822	812	0	10	0	0	0	0	0	0	10	0
1755	Uva	Badulla	Welimada	Welimada	Welimada PS	Hulankapolla		Silmiyapura	49B	1250	1691	77	21	92	1494	0	7	0	0	0	113	7
1756	Uva	Badulla	Welimada	Welimada	Welimada PS	Idamegama		Thennakonwela	50B	1065	1270	1268	0	2	0	0	0	0	0	0	2	0
1757	Uva	Badulla	Welimada	Welimada	Welimada PS	Galedanda		Udakendagolla	62J	1116	1390	1372	16	1	1	0	0	0	0	0	17	0
1758	Uva	Badulla	Welimada	Welimada	Welimada PS	Mirahawatta		Udupeella	60B	876	1067	910	4	19	127	7	0	0	0	0	23	7
1759	Uva	Badulla	Welimada	Welimada	Welimada PS	Vidurupola		Vidurupola	49	1846	2306	2154	6	145	1	0	0	0	0	0	151	0
1760	Uva	Badulla	Welimada	Welimada	Welimada PS	Boralanda		Wangiyakumbura	62D	1244	1613	1593	7	13	0	0	0	0	0	0	20	0
1761	Uva	Badulla	Welimada	Welimada	Welimada PS	Udupeella		Welikadagama	60D	990	1250	1150	26	19	54	0	0	0	0	1	45	1
1762	Uva	Badulla	Welimada	Welimada	Welimada PS	Welimada		Welimada Town	52A	1443	2051	1368	78	210	395	0	0	0	0	0	288	0
1763	Uva	Badulla	Welimada	Welimada	Welimada PS	Welimada		Welimada Watta	48C	524	806	241	14	550	1	0	0	0	0	0	564	0
1764	Uva	Badulla	Welimada	Welimada	Welimada PS	Nawela		Yalpathwela	59B	1091	1452	1287	28	1	129	7	0	0	0	0	29	7
1765	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Kudiirippu		Arumugathan Kudiyiruppu 1	189	1149	1587	3	780	1	803	0	0	0	0	0	781	0
1766	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Kudiirippu		Arumugathan Kudiyiruppu 2	189C	1455	1953	4	1942	7	0	0	0	0	0	0	1949	0
1767	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Talavai		Chenkalady 1	195/1	830	2786	25	2752	8	1	0	0	0	0	0	2760	0
1768	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Chenkalady		Chenkalady - 2	195	1267	1690	22	1662	2	0	0	0	0	0	4	1664	4
1769	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Mirakerni		Eravur - 4	193E	2999	3829	2	1	1	3823	2	0	0	0	0	2	2
1770	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Gemunupura		Gemunupura	135A/1	1044	1417	1412	2	0	1	0	0	0	0	2	2	2
1771	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Eiralakulam		Iralkulam	201A	802	1326	2	1322	2	0	0	0	0	0	0	1324	0
1772	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Ayyankerni Muslim		Iyankerny Muslim	193D	1838	2293	1	1	0	2291	0	0	0	0	0	1	0
1773	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Talavai		Iyankerny Tamil	193C	2025	2644	2	2442	18	182	0	0	0	0	0	2460	0
1774	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Kaluwankerni		Kaluwankerny 1	198	1681	2469	2	2465	2	0	0	0	0	0	0	2467	0
1775	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Kaluwankerni		Kaluwankerny 2	198A	1427	1866	17	1849	0	0	0	0	0	0	0	1849	0
1776	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Karadiyanaru		Karadiyannaru	185A	1092	1604	69	1526	9	0	0	0	0	0	0	1535	0
1777	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Karadiyanaru		"
Kithul"	185B	1023	1177	1	1118	1	57	0	0	0	0	0	1119	0
1778	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Pankudaveli		Koduwamadu	195A	1479	1107	2	1095	1	9	0	0	0	0	0	1096	0
1779	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Kommaturai		Kommathurai West	196A	687	804	1	803	0	0	0	0	0	0	0	803	0
1780	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Kommaturai		"Kommathurai East
Kommathurai East"	196	1215	1721	2	1712	0	0	7	0	0	0	0	1712	7
1781	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Kommaturai		Kommathurai North	196B	978	1374	1	1372	1	0	0	0	0	0	0	1373	0
1782	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Pullumalai		Koppavely	146A	561	634	11	622	0	1	0	0	0	0	0	622	0
1783	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Chenkalady		Kumaraveliar Kiramam	195B	1880	2079	2	2072	5	0	0	0	0	0	0	2077	0
1784	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Vandarumulai		Mayilavaddavan	197D	121	242	0	242	0	0	0	0	0	0	0	242	0
1785	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Karadiyanaru		"
Marappalam"	185C	1084	1292	7	1278	7	0	0	0	0	0	0	1285	0
1786	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Mavadivembu		Mavadivembu 1	197A	2011	3093	2	3086	4	0	0	0	0	0	1	3090	1
1787	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Mavadivembu		Mavadivembu 2	197E	1369	2007	5	2001	1	0	0	0	0	0	0	2002	0
1788	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Tannamunai		Mylampavely	189B	2047	2924	30	2875	6	1	12	0	0	0	0	2881	12
1789	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Kaluwankerni		"Palachcholai
Palachcholai"	197C	950	1328	0	1324	4	0	0	0	0	0	0	1328	0
1790	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Pankudaveli		Pankudahvely	186	1162	1737	5	1730	2	0	0	0	0	0	0	1732	0
1791	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Pullumalai		Periyapullumalai	146	372	337	16	316	5	0	0	0	0	0	0	321	0
1792	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Pullumalai		Rugam	185	497	624	0	512	4	108	0	0	0	0	0	516	0
1793	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Kudiirippu		Savukkady	193A	878	1260	6	1249	3	0	2	0	0	0	0	1252	2
1794	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Michnagar		Mich Town	193B	3903	5313	4	1	1	5307	0	0	0	0	0	2	0
1795	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Sittandy East		Sittandy 1	201/1	1944	2761	1	2747	12	1	0	0	0	0	0	2759	0
1796	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Sittandy East		Sittandy 2	201/2	589	972	2	967	3	0	0	0	0	0	0	970	0
1797	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Sittandy West		Sittandy 3	201/3	1311	2737	3	2729	5	0	0	0	0	0	0	2734	0
1798	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Sittandy West		Sittandy 4	201/4	1378	1780	5	1770	5	0	0	0	0	0	0	1775	0
1799	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Talavai		Thalavai	193	1210	1399	33	1365	0	1	0	0	0	0	0	1365	0
1800	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Tannamunai		Thannamunai	189A	1121	1556	8	1429	8	4	101	1	0	0	5	1437	107
1801	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Vandarumulai		Vantharumoolai East	197	2204	3950	404	3407	32	107	0	0	0	0	0	3439	0
1802	Eastern	Batticaloa	Kalkudah	Eravur Pattu	Eravur Pattu PS	Vandarumulai		Vantharumoolai West	197B	2385	3303	3	3299	1	0	0	0	0	0	0	3300	0
1803	Eastern	Batticaloa	Batticaloa	Eravur Pattu	Eravur Pattu PS	Pankudaveli		Vepavedduwan	186A	1717	2503	8	2484	5	6	0	0	0	0	0	2489	0
1804	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Elleinagar		Ellainagar	194B	774	1066	3	957	10	35	61	0	0	0	0	967	61
1805	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Gifriya		Eravur 03	192	2113	3193	100	3	2	3088	0	0	0	0	0	5	0
1806	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Rahumaniya		Eravur 01	190	1010	1239	0	18	1	1218	2	0	0	0	0	19	2
1807	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Arafa		Eravur 01A	190A	1186	1566	13	43	1	1509	0	0	0	0	0	44	0
1808	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Rahumaniya		Eravur 01B	190B	1138	1627	1	3	2	1621	0	0	0	0	0	5	0
1809	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Jamiul Akbar		Eravur 02	191	1179	1683	3	0	1	1677	1	0	0	0	1	1	2
1810	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Palliady		Eravur 02A	191A	1204	1615	2	1	0	1612	0	0	0	0	0	1	0
1811	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Jamiul Akbar		Eravur 02B	191B	685	1014	1	0	3	1010	0	0	0	0	0	3	0
1812	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Rifaipalli		Eravur 02C	191C	1647	2171	0	0	2	2168	1	0	0	0	0	2	1
1813	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Makkamady		Eravur 03A	192B	2413	3292	2	1	3	3283	2	0	0	0	1	4	3
1814	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Elleinagar		Eravur 04	194	715	769	8	729	1	30	0	0	0	0	1	730	1
1815	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Ottupalli		Eravur 06	192A	864	1161	67	5	1	1084	2	0	2	0	0	6	4
1816	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Arafa		Eravur 06A	192C	1137	1512	1	1	4	1506	0	0	0	0	0	5	0
1817	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Ottupalli		Eravur 06D	192D	958	1209	2	1	1	1204	0	1	0	0	0	2	1
1818	Eastern	Batticaloa	Batticaloa	Eravur Town	Eravur UC	Kowilpuram		Eravur 05	194A	1098	1526	0	1515	10	0	0	1	0	0	0	1525	1
1819	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Meera Palli		Kattankudy Division 1	167	793	1133	1	1	0	1131	0	0	0	0	0	1	0
1820	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Meera Palli		Kattankudy Division 1 South	167E	1357	1817	5	0	0	1811	1	0	0	0	0	0	1
1821	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Hiluriya		Kattankudy Division 2	166	1450	1989	2	1	0	1986	0	0	0	0	0	1	0
1822	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Mavulana		Kattankudy Division 2 North	166A	1639	2436	1	8	5	2422	0	0	0	0	0	13	0
1823	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Hiluriya		Kattankudy Division 3	165	1027	1323	0	0	1	1322	0	0	0	0	0	1	0
1824	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Mavulana		Kattankudy Division 3 East	165B	930	1289	1	0	1	1287	0	0	0	0	0	1	0
1825	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Hiluriya		Kattankudy Division 3 West	165A	715	964	0	0	0	964	0	0	0	0	0	0	0
1826	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Hasanath		Kattankudy Division 4	164	803	1045	2	0	0	1042	1	0	0	0	0	0	1
1827	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	amiullahrifin		Kattankudy Division 4  West	164C	938	1424	0	0	2	1419	1	0	0	0	2	2	3
1828	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	amiullahrifin		Kattankudy Division 5	164A	1438	2043	3	1	2	2036	1	0	0	0	0	3	1
1829	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Hasanath		Kattankudy Division 5 South	164B	644	868	1	0	4	859	0	0	0	0	4	4	4
1830	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Darusalam		Kattankudy Division 6	162	1973	2517	1	0	4	2512	0	0	0	0	0	4	0
1831	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Darusalam		Kattankudy Division 6 South	162A	1953	2588	5	0	4	2577	2	0	0	0	0	4	2
1832	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Hasanath		Kattankudy Division 6 West	162B	1310	1740	1	6	0	1732	0	1	0	0	0	6	1
1833	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Anwar/ Nuraniya	Multiple	New Kattankudy Division East	167B	4007	5420	7	0	2	5411	0	0	0	0	0	2	0
1834	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Baduriya		New Kattankudy Division North	167A	3361	4837	3	1	120	4709	4	0	0	0	0	121	4
1835	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Al Aksa		New Kattankudy Division South	167C	3291	4874	3	2	1	4865	2	0	0	0	1	3	3
1836	Eastern	Batticaloa	Batticaloa	Kattankudy	Kattankudy UC	Anwar/ Nuraniya	Multiple	New Kattankudy Division West	167D	1500	2049	0	0	7	2039	3	0	0	0	0	7	3
1837	Eastern	Batticaloa	Kalkudah	Koralai Pattu  West (Oddamavadi)	Koralai Pattu West PS	Mancholai		Mancholai	207A	1993	2403	4	3	0	2394	2	0	0	0	0	3	2
1838	Eastern	Batticaloa	Kalkudah	Koralai Pattu  West (Oddamavadi)	Koralai Pattu West PS	Miravodai East		Meeravodai Muslim East	207B	2159	3155	2	1	3	3149	0	0	0	0	0	4	0
1839	Eastern	Batticaloa	Kalkudah	Koralai Pattu  West (Oddamavadi)	Koralai Pattu West PS	Miravodai West		Meeravodai Muslim  West	207	1976	2877	1	0	1	2875	0	0	0	0	0	1	0
1840	Eastern	Batticaloa	Kalkudah	Koralai Pattu  West (Oddamavadi)	Koralai Pattu West PS	Oddamavady 1 North		Oddamavadi 01 North	208B/2	1697	3320	1	0	4	3315	0	0	0	0	0	4	0
1841	Eastern	Batticaloa	Kalkudah	Koralai Pattu  West (Oddamavadi)	Koralai Pattu West PS	Oddamavady 1 South		Oddamavadi 01 South	208B	2705	2243	1	2	2	2238	0	0	0	0	0	4	0
1842	Eastern	Batticaloa	Kalkudah	Koralai Pattu  West (Oddamavadi)	Koralai Pattu West PS	Oddamavady 2		Oddamavadi 02	208C	2119	2238	5	6	2	2223	0	0	0	0	2	8	2
1843	Eastern	Batticaloa	Kalkudah	Koralai Pattu  West (Oddamavadi)	Koralai Pattu West PS	Oddamavady 3		Oddamavadi 03	208	1729	2498	2	0	2	2492	2	0	0	0	0	2	2
1844	Eastern	Batticaloa	Kalkudah	Koralai Pattu  West (Oddamavadi)	Koralai Pattu West PS	Kadadasi Nagaraya		Paper Town	210B	2468	3448	2	60	4	3382	0	0	0	0	0	64	0
1845	Eastern	Batticaloa	Kalkudah	Koralai Pattu (Valachchenai)	Koralai Pattu PS	Kalkuda		Kalkuda	204	1638	2382	130	2205	6	14	26	0	0	0	1	2211	27
1846	Eastern	Batticaloa	Kalkudah	Koralai Pattu (Valachchenai)	Koralai Pattu PS	Kalmadu		Kalmadu	204A	2899	3934	27	3857	33	4	12	0	0	0	1	3890	13
1847	Eastern	Batticaloa	Kalkudah	Koralai Pattu (Valachchenai)	Koralai Pattu PS	Kalmadu		Kannagipuram	205D	1618	2303	49	2210	18	26	0	0	0	0	0	2228	0
1848	Eastern	Batticaloa	Kalkudah	Koralai Pattu (Valachchenai)	Koralai Pattu PS	Karuwakerni		Karuwakerni	202A	1483	2030	126	1898	3	1	2	0	0	0	0	1901	2
1849	Eastern	Batticaloa	Kalkudah	Koralai Pattu (Valachchenai)	Koralai Pattu PS	Karuwakerni		Kinnayadi	202B	1710	2355	1	2349	5	0	0	0	0	0	0	2354	0
1850	Eastern	Batticaloa	Kalkudah	Koralai Pattu (Valachchenai)	Koralai Pattu PS	Karuwakerni		Kumburumulai	203B	520	691	0	689	2	0	0	0	0	0	0	691	0
1851	Eastern	Batticaloa	Kalkudah	Koralai Pattu (Valachchenai)	Koralai Pattu PS	Karuwakerni		Meeravodai Tamil	202	685	798	7	784	5	2	0	0	0	0	0	789	0
1852	Eastern	Batticaloa	Kalkudah	Koralai Pattu (Valachchenai)	Koralai Pattu PS	Valachchenai Tamil		Nasivanthivu	205C	766	1037	0	1032	4	0	0	0	1	0	0	1036	1
1853	Eastern	Batticaloa	Kalkudah	Koralai Pattu (Valachchenai)	Koralai Pattu PS	Kalkuda		Peththalai	205B	2001	2808	10	2781	16	0	1	0	0	0	0	2797	1
